source_city,destination_city,fare_usd,distance_km,driver_gender,ride_type,customer_name
Miami,Los Angeles,41.67,32.94,Male,shared,Rachel Little
Seattle,Austin,86.13,37.69,Female,shared,Carolyn Cordova
Boston,San Francisco,101.76,31.74,Female,shared,Angelica Vincent
Chicago,Seattle,88.36,47.49,Male,shared,Zachary Vargas PhD
Phoenix,Denver,79.74,27.77,Male,shared,Nicholas Fitzgerald
Denver,New York,36.08,35.71,Female,shared,Garrett Riley
New York,Los Angeles,103.28,23.65,Male,individual,Leslie Hernandez
Austin,Denver,10.11,13.14,Male,individual,Abigail Baird
Miami,New York,80.95,2.85,Female,shared,John Mack
Atlanta,Seattle,111.11,54.54,Male,shared,Joseph Mendoza
Seattle,Atlanta,54.92,26.23,Male,shared,Samantha Chavez
Miami,Austin,114.53,56.02,Female,individual,Justin Smith
Austin,Atlanta,87.71,46.37,Female,shared,Tiffany Anderson
Austin,Denver,90.75,55.56,Male,shared,Matthew Davis
Los Angeles,Houston,114.36,6.05,Male,individual,Eric Warner
Seattle,Atlanta,50.38,37.32,Female,individual,Nicole Johnson
Houston,Los Angeles,94.98,48.81,Male,shared,Raymond Sawyer
Los Angeles,Atlanta,80.99,50.32,Male,individual,Richard Wood
Denver,New York,55.59,28.52,Female,individual,Mark Dalton
Houston,Miami,30.05,4.46,Male,individual,Steven Cook
Atlanta,Miami,41.11,4.78,Male,individual,Jeffery Nelson
Los Angeles,Phoenix,104.94,8.51,Male,shared,Kimberly Norton
Atlanta,Houston,10.7,7.75,Male,shared,Angela Gilmore
Houston,Miami,103.97,35.21,Male,shared,Amy Dougherty
New York,Los Angeles,117.16,1.95,Female,shared,Stacy Rodriguez
Atlanta,Boston,45.22,5.57,Female,shared,Manuel Diaz
Miami,Chicago,32.25,20.22,Female,individual,Justin Jones
Chicago,Houston,54.04,17.7,Male,individual,Christine Zavala
Atlanta,Seattle,43.52,25.08,Female,individual,Brian Mendoza
Los Angeles,Atlanta,8.58,22.73,Female,shared,Lauren Haley
Atlanta,New York,17.22,13.48,Female,individual,Patrick Perez
Boston,Austin,100.53,2.92,Male,individual,Derek Frazier
Houston,Chicago,114.85,57.56,Male,individual,Arthur Reed
Miami,Chicago,102.47,32.14,Male,individual,Mr. Bryan Mckinney
Houston,Miami,64.84,19.7,Male,individual,Kim Carter
Boston,Seattle,32.95,46.29,Female,shared,Rebecca Dougherty
Denver,Seattle,91.04,7.81,Male,individual,Teresa Jones
Phoenix,Austin,46.62,21.77,Male,individual,Judith Miller
Houston,Denver,74.6,27.49,Female,shared,Donna Frye
Atlanta,San Francisco,111.46,15.45,Female,shared,Donald Terry
Atlanta,Los Angeles,96.52,21.15,Male,shared,Shaun Meyer DDS
Austin,Phoenix,63.08,9.76,Female,shared,Wayne Weaver
San Francisco,Denver,6.78,8.13,Female,individual,Gregory Wallace
Phoenix,Chicago,19.54,3.01,Female,shared,Dorothy Brown
Phoenix,San Francisco,118.84,8.81,Female,individual,Crystal Meza
Seattle,San Francisco,51.27,33.86,Female,shared,Jennifer Cooper
Seattle,Phoenix,73.02,37.38,Male,shared,Erin Watkins
Phoenix,Seattle,114.24,54.73,Female,individual,Sarah Wallace
Los Angeles,Denver,85.51,44.27,Male,shared,Carlos Clarke
New York,Atlanta,73.2,40.76,Female,individual,David Washington
Seattle,Denver,25.32,43.63,Female,shared,Patricia Williams
Boston,Los Angeles,61.73,3.85,Female,individual,Jesus Jackson
Seattle,Austin,41.64,11.53,Male,shared,Michelle Mitchell
Phoenix,Boston,54.51,17.42,Female,shared,Sara Schwartz
Seattle,Los Angeles,24.04,17.98,Female,individual,Brittany Young
Boston,San Francisco,38.18,55.14,Male,shared,Eugene Martinez
Houston,Los Angeles,21.22,13.2,Male,shared,Cody Hart
Atlanta,New York,115.38,32.85,Male,shared,Evan Cooper
Denver,New York,47.5,17.63,Female,individual,Joshua Martin
Miami,San Francisco,100.57,18.4,Male,shared,Thomas Sullivan
Denver,Austin,61.72,6.12,Male,individual,Mr. Jimmy Flores Jr.
Phoenix,Houston,18.39,21.87,Male,shared,Vanessa Rivera
Phoenix,Chicago,42.62,30.92,Female,individual,Kara Roberts
Houston,Miami,82.29,5.37,Female,shared,Veronica Berry
Austin,Chicago,112.22,47.86,Female,shared,Keith Meadows
Miami,Houston,101.33,37.94,Male,shared,Michael Dennis
San Francisco,Atlanta,48.26,56.65,Male,individual,Brenda Pierce
Denver,San Francisco,60.72,12.04,Female,individual,James Randall
San Francisco,Boston,78.0,6.23,Male,shared,Brandon Brown
Austin,Chicago,61.43,37.06,Male,shared,Lauren Walker
Austin,Los Angeles,75.54,38.23,Male,individual,Diana Johnson
Denver,Miami,80.55,11.62,Female,shared,Jill Powers
Los Angeles,Houston,60.78,48.01,Female,individual,Jorge Lee
Miami,Denver,38.97,13.92,Female,individual,Larry Harding
Denver,Seattle,33.45,26.07,Male,individual,Heather Hernandez
Seattle,Houston,18.06,42.12,Male,individual,Jaclyn Watson
Denver,Atlanta,52.38,14.86,Female,individual,Gregory Madden
Miami,Boston,107.33,47.19,Male,individual,Anita Luna
Los Angeles,Houston,41.53,24.09,Female,individual,Willie Lara
Austin,Los Angeles,109.92,16.83,Male,individual,Robert Waller
Houston,New York,40.48,25.18,Male,shared,Steven Taylor
Houston,Chicago,114.01,37.18,Female,shared,Angelica Clark
Atlanta,Miami,7.29,43.61,Female,shared,Sean Hatfield
Phoenix,Seattle,109.91,46.24,Male,shared,Tyler Avila
Miami,Boston,46.64,12.71,Male,individual,Jason Rocha
Phoenix,Boston,38.37,10.52,Female,individual,Justin Page
Austin,Boston,68.59,15.67,Male,shared,Breanna Lopez
New York,Miami,16.79,24.48,Female,shared,Julian Williams
San Francisco,Los Angeles,39.67,14.57,Male,shared,Sandra Torres
Los Angeles,Chicago,98.49,23.29,Female,shared,Julie Johnson
Phoenix,Los Angeles,104.13,5.52,Female,shared,Dennis Blanchard
New York,Miami,74.56,9.96,Female,shared,Kaitlyn Valdez
Atlanta,Los Angeles,95.25,26.08,Male,individual,Jennifer Vasquez
Los Angeles,Denver,28.31,16.59,Female,individual,Danielle Wilson
Los Angeles,Austin,15.7,58.05,Female,individual,Zachary Jones
Los Angeles,Miami,63.26,23.56,Female,individual,Lauren Cunningham
Seattle,Miami,87.18,27.68,Male,individual,Lori Alvarez
Boston,Denver,47.53,34.23,Female,individual,Barbara Hunt
San Francisco,Houston,117.22,6.63,Male,shared,Sarah Martin
Denver,Atlanta,33.75,9.34,Female,shared,Francisco Johns
New York,Denver,33.98,19.38,Female,shared,Christopher Nelson
New York,Seattle,84.23,36.33,Male,individual,Thomas Kelly
Phoenix,Boston,91.83,47.89,Female,individual,Joseph Mayer
Houston,Boston,42.01,42.82,Male,shared,Pamela White
Austin,Chicago,48.2,45.66,Male,shared,Paul Stephens
San Francisco,Boston,55.32,58.34,Male,individual,Samantha Cohen
Denver,San Francisco,77.01,31.95,Male,individual,Michael Barker
Austin,New York,39.13,26.69,Female,individual,Kevin Morrow
Miami,Seattle,75.74,22.93,Male,shared,Joseph Watson
Los Angeles,Miami,83.78,48.37,Female,individual,Mr. Thomas Garcia
Denver,Phoenix,29.22,20.48,Male,shared,Daniel Lopez
Miami,Denver,6.13,25.56,Male,individual,Lisa Guerra
Chicago,New York,40.86,12.07,Male,individual,Kim Arnold
Seattle,Chicago,12.03,28.65,Male,shared,Ashley Stevens
Seattle,Houston,69.3,14.34,Male,shared,Robert Mclean
Los Angeles,Phoenix,99.39,52.22,Female,individual,Eric Cox
Atlanta,Austin,112.45,34.11,Male,shared,Stacy Harper
Atlanta,San Francisco,16.84,13.77,Male,individual,Gloria Mckinney
Atlanta,Chicago,19.57,31.82,Female,individual,Robert Walker
Atlanta,Phoenix,74.55,58.03,Female,shared,Brenda Perez
San Francisco,New York,95.09,59.36,Male,shared,Carlos Miller
San Francisco,Phoenix,59.68,1.01,Male,shared,Rachel Jones
San Francisco,Miami,97.83,26.1,Female,individual,Nicole Williams
Los Angeles,Miami,92.4,15.21,Female,individual,Ricky Palmer
Austin,Denver,45.82,50.48,Female,shared,Bryan King
Atlanta,Boston,114.87,56.78,Female,shared,Michael Webster
Austin,Miami,55.79,42.01,Female,shared,Tamara Harris
Miami,Austin,79.99,11.5,Female,individual,Cathy Bell
Houston,Seattle,88.78,13.61,Male,individual,Ryan Mcmahon
Seattle,San Francisco,112.32,59.73,Male,individual,Hannah Martin
Seattle,Miami,27.41,35.59,Female,shared,Monica Allen
Seattle,Los Angeles,62.82,1.77,Female,shared,Annette Lane
Houston,Los Angeles,78.79,24.5,Female,individual,Daniel Lee
Houston,New York,116.68,49.58,Female,individual,Steven Medina
Denver,San Francisco,59.45,52.62,Male,shared,Annette Lewis
Seattle,New York,75.49,43.09,Male,shared,Michelle Richardson
Chicago,Austin,100.92,8.05,Female,shared,Jessica Rosario
Seattle,Chicago,103.66,17.37,Male,shared,Henry Gray
Seattle,Houston,102.55,19.67,Male,individual,Darren Rodriguez
Miami,New York,113.16,24.79,Male,shared,Mrs. Ashley Taylor
Boston,Miami,21.96,16.73,Male,individual,Michele Hawkins
New York,Los Angeles,74.98,41.63,Female,shared,Garrett Wilson
Houston,New York,40.78,34.07,Male,individual,Kyle Collins
Denver,Atlanta,101.15,6.08,Female,shared,Jill Spencer
Chicago,Phoenix,25.99,6.1,Female,shared,Scott Lopez
San Francisco,New York,30.02,23.1,Male,shared,Ryan Alvarez
Los Angeles,Houston,78.87,54.19,Male,shared,Cassie Lutz
Los Angeles,New York,48.62,17.94,Female,shared,Brian Kim DDS
Atlanta,Seattle,52.61,50.28,Female,shared,Charles Morales
San Francisco,Los Angeles,34.83,26.94,Male,individual,Ashley Schaefer
Seattle,Atlanta,46.82,46.57,Female,shared,Amy Hester
New York,Atlanta,49.35,32.74,Male,individual,Kurt Ewing
Seattle,Houston,98.25,47.98,Male,individual,Ryan Hardy
Phoenix,Miami,68.44,44.84,Female,shared,Micheal Perkins
Miami,Boston,34.69,28.59,Male,shared,Richard Schneider
Miami,Houston,77.58,29.04,Female,individual,John Morrison
Seattle,Atlanta,48.46,35.72,Male,individual,John Ramirez
Phoenix,Chicago,77.39,52.29,Male,shared,Ashley King
Austin,Denver,43.49,39.22,Male,shared,Mark Taylor Jr.
Seattle,Los Angeles,23.72,33.26,Male,individual,Barry Gregory
Atlanta,Denver,73.26,41.98,Female,individual,Janet Shelton
Boston,Los Angeles,88.19,36.46,Female,individual,Marco Davis
Los Angeles,New York,116.64,52.77,Male,individual,Paul Saunders
Austin,Los Angeles,114.71,24.64,Male,shared,Christina Bates
Miami,San Francisco,111.07,53.31,Male,shared,Dennis Cooper PhD
San Francisco,Houston,43.31,57.63,Male,individual,Tiffany Johnson
San Francisco,Seattle,57.75,10.76,Male,shared,Thomas Reyes
Boston,San Francisco,39.65,5.74,Male,shared,James Stevens
Austin,Chicago,88.28,10.09,Female,shared,Justin Dalton
Denver,San Francisco,44.64,28.78,Female,shared,Michael Henry
Denver,Houston,48.27,28.35,Male,shared,Mike Freeman
Austin,San Francisco,41.61,56.18,Female,individual,Michael Keller
Los Angeles,Houston,88.99,26.05,Female,shared,Laura Alvarez
Seattle,Denver,82.04,58.24,Male,shared,Katie Myers
Atlanta,San Francisco,93.3,22.78,Female,shared,Wesley Jensen MD
Atlanta,Phoenix,91.44,54.96,Male,shared,Erica Johnson
Denver,Boston,10.09,18.81,Male,individual,Russell Bailey
Austin,Houston,25.69,9.89,Female,individual,Alyssa Vance
Houston,Denver,9.01,57.55,Female,shared,Brent Reed
San Francisco,Austin,83.47,50.22,Female,shared,Gregory Stanley
Seattle,Houston,89.26,39.7,Female,shared,Matthew Watkins
San Francisco,Seattle,19.81,30.91,Female,shared,Ana Torres
Denver,Houston,115.39,24.7,Male,individual,Alejandro Nguyen
Austin,Los Angeles,90.34,7.84,Female,individual,Scott Bradley
Denver,Seattle,102.08,58.33,Male,shared,Deborah Dominguez
Austin,Miami,92.36,52.35,Male,shared,Victoria Gray
New York,Seattle,114.04,42.75,Female,shared,Kenneth Stokes
Miami,Atlanta,88.68,27.84,Male,individual,Michael Rogers
Los Angeles,New York,18.98,29.89,Female,shared,Pamela Morgan
Atlanta,Houston,47.47,26.12,Female,shared,Heidi Graham
Miami,Los Angeles,25.55,22.06,Male,individual,Ryan Cobb PhD
Seattle,Los Angeles,78.14,36.15,Female,shared,Donna Williams
Miami,Austin,33.59,5.96,Male,shared,Jennifer Perez PhD
Phoenix,San Francisco,77.79,26.43,Female,individual,Ryan Davis
Denver,Atlanta,33.07,49.71,Female,shared,Austin Solis
Chicago,Seattle,47.87,9.66,Male,individual,Daniel Flynn
Miami,Chicago,43.84,38.57,Female,individual,Elizabeth Brock
Austin,New York,26.15,45.06,Male,individual,Joshua Gonzalez
Chicago,Boston,70.65,59.7,Male,shared,Mario Chavez
Seattle,Atlanta,59.39,45.88,Female,individual,Catherine Smith
Phoenix,San Francisco,36.84,40.61,Female,shared,Shari Ray
Houston,Los Angeles,36.36,25.02,Male,individual,Victor Harmon
Houston,San Francisco,36.6,28.28,Female,shared,Timothy Patel
Boston,Phoenix,7.08,20.15,Male,individual,Patricia Hamilton
Phoenix,Atlanta,100.1,35.69,Female,individual,Lori Boyd
Denver,Miami,6.45,21.1,Female,individual,Charles Hernandez
San Francisco,Denver,103.25,30.44,Male,individual,Elizabeth Graham
Los Angeles,Austin,8.71,51.29,Male,individual,Ronald Brown
Miami,Seattle,14.56,45.13,Female,individual,Jason Colon
Los Angeles,Seattle,56.92,28.58,Male,shared,Dawn Burke
Atlanta,Seattle,69.96,25.51,Male,individual,Brian Lee
Miami,Denver,118.81,23.14,Male,individual,Ronald Marshall
Atlanta,Chicago,16.15,13.88,Male,individual,Jessica Lucas
San Francisco,Phoenix,93.19,59.08,Female,individual,Christopher Taylor
Seattle,Boston,53.09,36.36,Female,individual,Robert Hopkins
Houston,Chicago,81.39,41.52,Female,individual,Samuel Stuart
Boston,Austin,61.91,28.37,Female,shared,Mr. Scott Miller
San Francisco,Austin,38.17,32.43,Female,individual,Sharon Lester
Houston,San Francisco,83.59,6.8,Female,individual,Jack Sandoval
Austin,Boston,78.19,37.51,Male,shared,Tony Ramsey
Atlanta,Phoenix,89.2,56.78,Female,shared,Brian Navarro
San Francisco,Atlanta,76.93,41.38,Female,shared,Kelly Calderon
Phoenix,Atlanta,106.6,39.59,Male,shared,Tara King
Denver,Seattle,88.15,15.12,Female,shared,Cynthia Martinez
Seattle,San Francisco,38.69,53.77,Male,individual,Erin Silva
Denver,Boston,83.62,27.18,Male,shared,Paul Young
Denver,Miami,78.76,48.42,Female,shared,Charles Thompson
Boston,Denver,88.04,5.12,Male,individual,Jessica King
Miami,Denver,104.15,5.15,Female,individual,Katherine Brooks
Phoenix,Miami,18.91,46.82,Male,individual,Emily Coleman
Denver,New York,38.69,24.51,Male,individual,Tracey Suarez
Austin,Miami,77.37,26.96,Male,shared,Heidi Baldwin
San Francisco,Los Angeles,92.16,35.21,Male,shared,Alisha Rasmussen
Seattle,Austin,80.5,9.38,Male,individual,Sarah Bates
Boston,Los Angeles,16.17,38.88,Male,individual,Melissa Mccormick
Phoenix,Denver,91.54,45.66,Female,individual,Juan Parker
Phoenix,Denver,43.03,27.57,Female,individual,Heidi Burnett
Atlanta,New York,92.55,9.73,Female,shared,Sean Mathews
Boston,Seattle,69.81,43.11,Female,shared,Theodore Long
Atlanta,Houston,40.05,43.07,Female,shared,Dawn Davis
Phoenix,San Francisco,21.85,18.25,Female,individual,Cynthia Clark
Houston,Boston,8.22,13.49,Female,shared,Sydney Welch
Atlanta,New York,34.83,43.55,Female,individual,Pamela Sullivan
Atlanta,San Francisco,116.83,38.99,Female,individual,Sean Morrow
Austin,Denver,79.56,52.38,Female,shared,Kaitlin Gutierrez
Denver,Austin,6.64,56.87,Female,shared,Michelle Mcdowell
Los Angeles,Boston,30.8,17.42,Male,shared,Samantha Hale
Seattle,Denver,57.82,54.85,Male,shared,Heather Guzman
Phoenix,Boston,46.81,2.94,Male,individual,Nancy Chavez
Miami,Chicago,36.22,57.74,Male,shared,Anthony May
Denver,Atlanta,65.14,15.44,Male,shared,Rachel Taylor
Boston,Denver,25.4,58.78,Female,individual,Mark Edwards
Chicago,Boston,89.33,55.13,Male,individual,Christopher Black
New York,Boston,31.17,35.55,Female,individual,Sandra Hines
Chicago,Miami,106.39,4.01,Male,shared,Melissa Sparks
Denver,Chicago,55.82,29.09,Male,shared,John Moss
Atlanta,Denver,39.5,1.57,Female,shared,Michael Serrano
Phoenix,Denver,94.4,12.49,Female,shared,Christina Perry
Los Angeles,Austin,74.16,30.06,Male,individual,Shawn Duffy
Miami,Denver,64.13,57.13,Female,individual,Courtney Vaughan
Miami,Boston,44.23,40.99,Female,individual,Maria Sims
Chicago,San Francisco,61.07,19.83,Female,individual,Valerie Gonzalez
San Francisco,Phoenix,12.54,26.49,Female,shared,Caroline Morales
Denver,Seattle,78.36,32.78,Male,shared,David Davis
Chicago,Boston,29.52,30.61,Female,individual,Travis Wilson
Chicago,Houston,39.51,36.96,Male,individual,Jessica Mora
San Francisco,Boston,93.14,47.36,Male,shared,Michael Wilson
Seattle,Miami,117.83,39.56,Female,individual,Cheryl Atkins
Boston,Los Angeles,59.28,51.52,Female,individual,Donna Snyder
San Francisco,Los Angeles,43.38,21.88,Female,individual,Scott Greene
Los Angeles,Austin,69.78,46.0,Male,individual,Diane Byrd MD
New York,Austin,45.67,48.52,Female,individual,Charles Roberts
New York,Boston,28.99,43.28,Female,individual,Luke Solomon
New York,Seattle,54.16,23.56,Male,shared,Michael Ellis
Atlanta,Miami,55.61,17.16,Male,shared,Casey Morris
San Francisco,Seattle,88.13,56.55,Female,shared,Melissa Reeves
Houston,Austin,84.1,54.62,Female,shared,Nancy Scott
Los Angeles,Atlanta,72.4,4.5,Male,individual,Anthony Cook
Los Angeles,Miami,47.49,55.49,Male,individual,Terry Barajas
San Francisco,Chicago,42.32,46.74,Female,shared,Tracy George
San Francisco,Atlanta,39.37,12.8,Male,individual,Amber King
Boston,Seattle,70.86,46.0,Female,individual,Elizabeth Foster
Phoenix,New York,21.15,46.42,Female,individual,Walter Hansen
Denver,Boston,26.18,28.63,Female,individual,Debbie Gordon
Seattle,Boston,82.93,42.54,Female,shared,Sherry Anderson
San Francisco,Chicago,78.86,26.21,Female,shared,Joseph Thomas
Miami,New York,109.99,31.22,Male,individual,Andrew Anderson
New York,Miami,105.4,20.3,Female,individual,Sandy Adkins
Atlanta,Seattle,77.95,44.33,Male,shared,Diane Mcdowell
Miami,San Francisco,96.84,50.93,Male,individual,Pam Baker
Atlanta,Houston,119.19,45.36,Female,individual,Steven Stewart
Denver,Phoenix,107.28,59.67,Male,individual,Pamela Hernandez DVM
Chicago,San Francisco,79.5,21.05,Female,shared,Rebecca Brown
Austin,Atlanta,38.79,37.8,Female,shared,David Johnson
New York,Boston,42.07,9.88,Male,individual,Michael Graham
Miami,Denver,80.17,12.82,Female,shared,Tammy Williams MD
Boston,San Francisco,28.71,11.71,Male,shared,Karina Vasquez
San Francisco,Miami,45.08,5.09,Female,shared,Sharon Martinez
Houston,Boston,28.2,10.63,Female,shared,Sean White
Boston,Seattle,8.14,52.78,Female,shared,Jordan Nelson
Austin,New York,56.05,44.89,Male,individual,Laurie Silva
New York,Denver,55.43,12.72,Female,shared,Kelly Duncan
Chicago,San Francisco,63.27,35.12,Male,shared,Billy Tate
Boston,Chicago,113.18,44.7,Female,individual,Stacy Johnson
Austin,Boston,29.19,6.36,Female,individual,Melanie Long
Los Angeles,Miami,17.88,27.96,Male,individual,Tiffany Hood
Austin,Phoenix,115.58,6.9,Female,individual,Brad Rivas
Chicago,Austin,113.78,39.47,Male,shared,Jordan Moses
Houston,Phoenix,98.17,52.68,Male,individual,Abigail Booker
Phoenix,Houston,108.19,3.68,Male,shared,Tiffany Nguyen
Atlanta,New York,19.71,10.19,Female,shared,Morgan Bernard
New York,Atlanta,97.27,52.11,Female,individual,Christine Williams
Atlanta,Austin,99.67,25.74,Male,shared,Erica Brown
Phoenix,Houston,25.89,52.87,Male,shared,Trevor James
New York,Denver,28.47,24.82,Female,individual,Christopher Hanna
Atlanta,Seattle,8.27,2.52,Male,individual,Ann Phelps
New York,San Francisco,110.06,3.74,Female,shared,Richard Mitchell
San Francisco,Chicago,6.72,53.93,Male,individual,Martha Martinez
Chicago,Phoenix,116.4,28.4,Female,individual,Jeffrey Drake MD
San Francisco,Atlanta,98.08,1.04,Female,individual,Bonnie Wade
Los Angeles,San Francisco,42.13,32.86,Male,individual,Kayla Burns
Denver,Atlanta,27.57,13.94,Male,shared,Karen Hart
Boston,Houston,14.45,6.59,Female,individual,Peter Shepherd
Atlanta,Chicago,33.72,15.79,Female,individual,Jessica Simmons
Phoenix,Denver,81.86,31.68,Female,shared,Glenn Ford
Seattle,Austin,48.1,9.57,Male,individual,Michael Moore
Houston,New York,96.33,58.79,Male,shared,Mark Warren IV
Houston,New York,101.07,15.03,Female,individual,Terry Woods
New York,Atlanta,60.29,51.6,Male,individual,Carl Leach
Denver,Boston,57.12,16.51,Female,shared,Kelly Phillips
